,Symbol,MarketCapitalization,BookValue,EPS,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,Beta,totalRevenue,operatingIncome,operatingExpenses,netIncome,totalAssets,totalLiabilities,totalShareholderEquity,DividendPerShare,DividendYield,PEGRatio,currentDebt
20,GOOG,0.582155522035091,0.19414785133286946,0.06834752148588652,0.6975786518837612,0.06834752148588652,0.004985652222703154,0.31059245960502696,0.3188274403142944,0.4993572685962255,0.33815156254049994,0.5825050184058752,0.7959811810227322,0.1093882021070226,0.03524285739399026,0.9710787718249801,0.0,0.0,0.1597036652973318,0.008912749220216181
21,MO,0.02077407657467614,0.17930573217841975,0.06584253187242883,0.068849087249744,0.06584253187242883,0.0024623671427884387,0.2578096947935368,0.20701118162586885,0.0383575551643673,0.18182407271407713,0.01567076831642338,0.1977223761157279,0.009655321948432896,0.0120796597474015,0.042834299743188024,0.192,6.070208254270304e-07,0.16454951541498825,0.010174789278544665
22,AMZN,0.5790900344027589,0.19216834225112173,0.06244144841350659,1.0,0.06244144841350659,0.16571282001955787,0.31202872531418313,0.34421275309761257,0.935119335161911,0.23567923207852015,0.52968288526499,0.41458910433979684,0.14362844699249425,0.09659734654270391,0.7077931936749955,0.0,0.0,0.160790491764049,0.06883022618635035
23,AMCR,0.0023405016077417675,0.18215382585118892,0.057431469186591186,0.018277073549662796,0.057431469186591186,0.0009458311290658715,0.2236983842010772,0.2583862194016319,0.022904163425717446,0.1593363630865467,0.02536190135421152,0.15625027480983159,0.004210429266106419,0.0037898105231104155,0.06867378418102822,0.02475,3.410997268776251e-07,0.16231603717145934,0.000608133292355176
24,AEE,0.0038875065563070983,0.20570698466780238,0.06551667956498718,0.021004731471346353,0.06551667956498718,0.0034306417223745173,0.22190305206463196,0.13297068600785739,0.012024399230359847,0.15935148305267796,0.05331336078547906,0.1564789165897199,0.009914589556483127,0.008083255177502054,0.08961284382924425,0.124,2.2802112889633592e-07,0.16087624137518447,0.009220085400223637
25,AAL,0.0012318092185718123,0.1757384168726156,0.058999633416154135,0.05675558772642209,0.058999633416154135,6.733035156062132e-05,0.2585278276481149,0.471441523118767,0.07591108199942687,0.15955020260754615,0.07148878363544844,0.1481510794530185,0.017231940195475533,0.020865761567940018,0.03693570009529501,0.005000000000000001,0.0008536812694402618,0.1584104415107885,0.021408907517966088
26,AEP,0.011021145602807763,0.20939007126232695,0.06541485071891166,0.04338697433000247,0.06541485071891166,0.004395710094743424,0.2502692998204668,0.1483831973405863,0.03115486961149548,0.16360170553217962,0.11222914253485594,0.16732357208811502,0.025061085092759096,0.0204863091645967,0.1328522281265647,0.166,2.882882937544955e-07,0.16047940015155746,0.03994454870624546
27,AXP,0.047348376076057415,0.203787460709744,0.0793857684004725,0.1332580064263268,0.0793857684004725,0.004033408679202937,0.29515260323159787,0.36929585977636753,0.1093052769476399,0.13885960895447594,0.09649287719915339,0.2206744932506705,0.07082992343779229,0.06904910205997891,0.14630206903235185,0.12,7.020814050486636e-08,0.15969768276632235,0.008455014484034866
28,AIG,0.013653889890096688,0.21413489454615256,0.06826605840902611,0.11645069030048374,0.06826605840902611,0.002523285079914715,0.22980251346499103,0.31066787549108493,0.09141196217300528,0.13994176653044296,0.07362350130084358,0.23740051884096203,0.14209303692629363,0.14189299495586213,0.18801544102207934,0.068,1.2923268340718766e-07,0.15880528855741236,0.009808601489599613
29,AMT,0.027157267995012165,0.18633778822851935,0.05959024072339213,0.03911982274637195,0.05959024072339213,0.0022251078087176775,0.28186714542190305,0.20459353278936238,0.016534326769558277,0.16116004700149472,0.04145354866489177,0.16256254671767137,0.017908355739215006,0.01620294371466887,0.07366918094745853,0.3155,2.1745884227171e-07,0.1609280899772664,0.046486231993042436
30,AWK,0.005724234090878561,0.21099767257720087,0.06639240764123662,0.015973129479891247,0.06639240764123662,0.003241475496561343,0.29048473967684024,0.1952251435478997,0.005187702132885741,0.15882876422356815,0.029522174986203173,0.15424526227850327,0.007153525987383985,0.00591859779530446,0.08051943856702146,0.13625,1.4414414687724775e-07,0.1612970127228493,0.009520882512571358
31,AMP,0.010847924119724416,0.20313962137389927,0.09962934300028513,0.04087073196567918,0.09962934300028513,0.0025617595665207845,0.31059245960502696,0.41039588999697796,0.022488230237032794,0.1629262750451439,0.037096783975062615,0.16953787978718726,0.042922903933808716,0.04592562833686515,0.06795341850661411,0.26,8.449829299700731e-08,0.15965381087225303,0.027660257037671568
32,AME,0.010564571663295011,0.20319960649758861,0.06806240071687508,0.015718322975883624,0.06806240071687508,0.0035524775966270703,0.28545780969479356,0.3665760048352977,0.008935895525443157,0.15932057784190565,0.021298175180268417,0.1572311656333817,0.002962702537798325,0.0014305675769008467,0.079820108862436,0.05,4.1006524542665314e-08,0.1607286722769513,0.001478345877444794
33,AMGN,0.048673539049817374,0.1874955011157233,0.08197222109079061,0.09415716252957171,0.08197222109079061,0.0015037111848538772,0.33321364452423696,0.1855545482018737,0.08295410815900438,0.17674160409880682,0.096226037490979,0.20465198082926614,0.01734247007048642,0.018181432261476147,0.06749471031931904,0.426,1.9198509217702395e-07,0.1603288397878196,0.010403656646635322
34,APH,0.018345792991079038,0.18886916044820884,0.06286912956702376,0.02402898908936832,0.06286912956702376,0.0032254444604754807,0.2718132854578097,0.39437896645512244,0.01955328120522373,0.16160781399849664,0.026087826651222307,0.16398891966759002,0.004080358800846692,0.0023629805523825,0.08263046533038296,0.0425,5.219012214521039e-08,0.16367207753360188,0.002313522138013562
35,ADI,0.02910134638446986,0.2234985723540562,0.06987495417701928,0.04101734578581265,0.06987495417701928,0.0017377643117074658,0.20323159784560144,0.35962526443034154,0.01873303803168625,0.1643369938051339,0.038831884919311305,0.17618237699511938,0.012886745537097507,0.0038835933703854774,0.1705558509521425,0.17200000000000001,1.0935073211377417e-07,0.1611823475451681,0.006841669554754883
36,ANSS,0.007719200415000026,0.21509465652518175,0.06781801148629385,0.014566417146287208,0.06781801148629385,0.001846775357091329,0.251705565529623,0.352372317920822,0.0023769648339951694,0.1573592287953275,0.021658008526741584,0.15163971331838366,0.0013953138589942367,0.0005019426036144442,0.07138678791207016,0.0,0.0,0.16222330794081283,0.005587105795575667
37,AON,0.017998137430284843,0.17801245291167792,0.08199258686000571,0.03195067264573991,0.08199258686000571,0.0025040478366116807,0.2901256732495512,0.25808401329706865,0.018877471650223115,0.1640041126307877,0.02138356388688422,0.16980169722551994,0.008495440543997654,0.009783972707174416,0.05395958845476717,0.12025,4.908356725561455e-08,0.15999282096278866,0.006179418938447756
38,APA,0.0010558310224775588,0.1826151114523598,0.06673862571789337,0.0399526852865365,0.06673862571789337,0.0037159941647028653,0.1903052064631957,0.9999999999999999,0.0020632906210341015,0.16821826319109046,0.0461632695141698,0.17812953436222134,0.003460463595662173,0.003518264896967852,0.06296254421526981,0.05,2.0813917760292243e-07,0.1584273920153153,1.307813531946615e-05
39,AAPL,0.9330961786588523,0.18338232118434628,0.06965093071565313,0.760027894495251,0.06965093071565313,0.0037031693358341752,0.2696588868940754,0.3955877908733757,0.6201956851025504,0.4029686973501179,0.34686736247142086,0.9999999999999999,0.09579466496031319,0.08606102051174433,0.25642110703729426,0.0475,3.168685987387774e-08,0.1605751206477087,0.10444198866125667
40,AMAT,0.047673678150644654,0.19228231398613144,0.07303164840536028,0.05918311500300131,0.07303164840536028,0.004113563859632248,0.2606822262118492,0.4678150498640073,0.042019077250583375,0.1726116933498069,0.042930870321966366,0.20732533087103722,0.007956436832524805,0.004224698551004672,0.10848125595593816,0.061,4.287045747642282e-08,0.1604415107884976,0.0013208916672660812
41,APTV,0.005433616005984377,0.2053350769009286,0.07769540955561892,0.017928392359026872,0.07769540955561892,0.011988008785007777,0.2836624775583483,0.5844666062254458,0.031828714127809396,0.15944652283978883,0.037800270478431465,0.17287077342479004,0.006236537394701064,0.0036919829503734656,0.09297239675027862,0.011000000000000001,0.002533819168061105,0.1589947353727117,0.00011770321787519535
42,ACGL,0.00808144686852513,0.20380545624685079,0.07231884648283166,0.018818681367183364,0.07231884648283166,0.31444877282418765,0.40394973070017953,0.17255968570565125,0.01473911327629263,0.14800136943693246,0.02231719357401466,0.16002227498570987,0.012667192814161682,0.010357894467231187,0.09737211894109477,0.0,0.0,0.16049136521357638,0.017825499277433023
43,ADM,0.007167969068856658,0.2087962185378026,0.07117836340678588,0.039661382013346985,0.07117836340678588,0.0026483271613844403,0.21867145421903053,0.22967663946811728,0.16529577926065422,0.16403867255337348,0.03780633501725361,0.185199841709537,0.014716498570845032,0.010934187804808855,0.1362298709479431,0.08750000000000001,2.342342386755276e-07,0.17464005105093128,0.00278564282304629
44,ANET,0.026268848774324904,0.19305612208172374,0.06879556840861879,0.018059461177218322,0.06879556840861879,0.004863816348450601,0.3637342908438061,0.34088848594741616,0.006169091578990461,0.15937763195410443,0.021211270338947076,0.15892754693751923,0.0014191842182975142,0.0005219516031582417,0.07145129455849336,0.0,0.0,0.16035875244286685,0.00042843317399805136
45,AJG,0.014688949057593484,0.21033783621661828,0.06553704533420228,0.022332809575933053,0.06553704533420228,0.00343384792959169,0.32639138240574506,0.20701118162586885,0.014984893765096003,0.16084619970451267,0.0244928529409981,0.1555599525128611,0.013656721754444342,0.012056981537357934,0.09047631353673703,0.11000000000000001,6.213109779191715e-08,0.16034180193834005,0.004381175332021161
46,AIZ,0.0010392298261204136,0.23488974734265902,0.08087246955317504,0.009402916563680662,0.08087246955317504,0.008618284999759536,0.30700179533213645,0.14717437292233304,0.01568592131657592,0.1588512281732489,0.0148660040147247,0.14946664907883744,0.008608235599163086,0.008525732253463179,0.0693285739666952,0.141,1.0251631135666328e-07,0.15971363618234755,0.013836013470479379
47,T,0.0367006679375834,0.1891750845790244,0.06054743187650198,0.31473553193743165,0.06054743187650198,0.001904487087000433,0.27001795332136447,0.21456633423995167,0.19671183526425678,0.14617119257652864,0.3529015785994554,0.07207492415248648,0.10951401512524488,0.10012477165784622,0.37062652431637944,0.05550000000000001,4.0944393444873394e-07,0.1595501136680892,0.04882721821522688
48,ATO,0.0035659833395410463,0.22534011565131848,0.06926398110056617,0.01533437202076198,0.06926398110056617,0.0034691162089805867,0.18348294434470377,0.20006044122091268,0.0059955901256806,0.15838412273956506,0.025174446459219006,0.15482444708261883,0.005715264312659592,0.0034144799214984125,0.09078243341463021,0.15125,1.7707362870696386e-07,0.16096996769433256,0.0015922695142126637
49,ADSK,0.016386186529065955,0.18465820476521824,0.06517046148833042,0.026477702058543134,0.06517046148833042,0.003930810048253419,0.2998204667863555,0.438501057721366,0.007190404061079954,0.15821532559767065,0.03568981096832491,0.15427164402233653,0.0021458403662116864,0.0024202245047931213,0.059367176521893626,0.00075,0.10085119616615532,0.15992402185617996,0.017315451162973183
50,ADP,0.031165134667710214,0.18681766921803394,0.07404993686611544,0.04381024681331874,0.07404993686611544,0.003485147245066449,0.28473967684021545,0.24146267754608647,0.028490113399107547,0.13836281006730544,0.0882863432650264,0.1770390889504463,0.013480747276896143,0.0140317348495698,0.0670040217724872,0.2575,1.3917365905389438e-07,0.16127806804131936,7.84688119167969e-06
51,AZO,0.013240456681655877,0.0,0.33652397051036614,0.046283773524946156,0.33652397051036614,0.003786530723480659,0.2804308797127469,0.21003324267150197,0.027581297744299342,0.16358288333434134,0.048988956474804876,0.16926901464186783,0.0039328431734377165,0.005990270425352211,0.04161680422528387,0.0,0.0,0.1597046623858334,0.00056834960471336
52,AVB,0.006047143679714763,0.23033687645463924,0.06991568571544948,0.01370706366300625,0.06991568571544948,0.0031517016944805146,0.30017953321364454,0.2825627077666969,0.003241406640193229,0.1598931795992777,0.014975171778062138,0.15703095457943103,0.005153280212062258,0.0026895544846367875,0.09202098428439907,0.33,2.4168997041055765e-07,0.16090017149922228,0.05319566737070629
53,AVY,0.0033828700083752966,0.19626532619910264,0.06916215225449066,0.0168611630945235,0.06916215225449066,0.0037544686513089343,0.27719928186714543,0.271985494106981,0.013658983911245752,0.15789543031423608,0.02372629523387894,0.15369212504946575,0.0017398818746593517,0.0017162513624342298,0.0622331335906837,0.15900000000000003,9.81671345112291e-08,0.16045148167351336,0.003914285901116219
54,AXON,0.004606099045871873,0.19268421431484992,0.06052706610728688,0.009465758624342362,0.06052706610728688,0.014694047676301322,0.37953321364452425,0.26866122695678457,0.0009362557825357187,0.15628051641164323,0.018098918692728012,0.14832818009937124,0.0003484046304377149,0.0004311833273594284,0.05976609435821233,0.0,0.0,0.16110956008455313,0.004715557095869271
55,BKR,0.007486389941462029,0.18974494325407298,0.060425237261211365,0.025806821793015786,0.060425237261211365,0.007569855239744145,0.318491921005386,0.4282260501662134,0.04047324681704671,0.16108379917228985,0.037824528633720045,0.16412082838675635,0.00965286572898821,0.006358228978240509,0.10531229305638556,0.03900000000000001,1.7769493968488302e-07,0.15957105252662226,0.0009677820136404951
56,BALL,0.004077326991389474,0.1878074237589078,0.061076941876094665,0.017650330143709616,0.061076941876094665,0.008970967793648504,0.2473967684021544,0.26080386823813845,0.023645965529946373,0.1587013245090331,0.019376201536754137,0.15335707690278327,0.005003515233468493,0.004818185825608833,0.06684864244988936,0.04000000000000001,8.387698201908813e-08,0.15953116898655925,0.00920700726490417
57,BAC,0.08193775196715215,0.2005062744439379,0.06280803225937845,0.41410525758271255,0.06280803225937845,0.0013049263373891857,0.22262118491921007,0.42187972197038387,0.15447824129037543,0.18203575223991497,0.1446028636752318,0.3891131337114716,0.832330819134101,0.8235448496880827,0.938187456592315,0.046000000000000006,1.801801835965597e-07,0.1661448570175089,0.17611017021193118
